Lab.ID	BIOCYC.ID	Compound.name	mz	RT	CAS.ID	HMDB.ID	KEGG.ID	Formula	mz.pos	mz.neg	Submitter	Synonyms	monisotopic_molecular_weight	SMILES.ID	INCHI.ID	INCHIKEY.ID	Kingdom	Super_class	Class	Sub_class	direct_parent	molecular_framework	classyfire_status	classyfire_source	source
D-xylofuranose	D-xylofuranose	D-xylofuranose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C(O)[C@@H]1([C@@H]([C@H](C(O)O1)O)O)		HMFHBZSHGGEWLO-IOVATXLUSA-N									PlantCyc/PMN local PGDB
All-trans-3-hydroxyretinal	All-trans-3-hydroxyretinal	all-trans -3-hydroxyretinal	300.208930143					C20H28O2			plantcyc <https://plantcyc.org/>	3-hydroxy- all-trans -retinal	300.208930143	CC(/C=C/C1(/C(C)(C)CC(O)CC(/C)=1))=C\C=C\C(/C)=C\C=O											PlantCyc/PMN local PGDB
L-Fucopyranoses	L-Fucopyranoses	L-fucopyranose	164.0684734957					C6H12O5			plantcyc <https://plantcyc.org/>	6-deoxy-L-galactose // L-galactomethylose	164.0684734957	C[C@@H]1(OC([C@H]([C@@H]([C@@H]1O)O)O)O)											PlantCyc/PMN local PGDB
CPD0-2227	CPD0-2227	an octadecenoyl-CoA (n-C18:1CoA)	1031.3605240149					C39H64N7O17P3S			plantcyc <https://plantcyc.org/>		1031.3605240149	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]		NBCCUIHOHUKBMK-LFZQUHGESA-J									PlantCyc/PMN local PGDB
D-Mannopyranuronate	D-Mannopyranuronate	D-mannopyranuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-mannopyranuronic acid	194.0426526757	C([O-])(=O)[C@H]1(OC(O)[C@@H](O)[C@@H](O)[C@H](O)1)		AEMOLEFTQBMNLQ-VANFPWTGSA-M									PlantCyc/PMN local PGDB
12-Hydroxyjasmonate-Sulfates	12-Hydroxyjasmonate-Sulfates	a 12-hydroxyjasmonate sulfate	306.0773236225					C12H16O7S			plantcyc <https://plantcyc.org/>	a 12-OHJA sulfate // a 12-hydroxyjasmonic acid sulfate // a SO4-hydroxy-JA // a 12-hydroxy-JA sulfate	306.0773236225	C(OS(=O)(=O)[O-])C\C=C/CC1(C(=O)CCC1CC([O-])=O)		MLUJBNROAVANKK-UPHRSURJSA-L									PlantCyc/PMN local PGDB
MELANIN	MELANIN	melanin	318.0640568198					C18H10N2O4			plantcyc <https://plantcyc.org/>		318.0640568198	CC3(/C(C(C4(/C1(C5(\C(\NC=1)=C(C)/C(C(C(/C2(C(\C(\NC=2)=3)=4))=5)=O)=O))))=O)=O)											PlantCyc/PMN local PGDB
Farnesols	Farnesols	a farnesol	222.1983654567					C15H26O			plantcyc <https://plantcyc.org/>		222.1983654567	CC(C)=CCCC(\C)=C/CCC(/C)=C/CO											PlantCyc/PMN local PGDB
HEME_O	HEME_O	heme o	840.3913131573					C49H56N4O5FE			plantcyc <https://plantcyc.org/>		840.3913131573	C=CC3(\C7(\[N+]4(\[Fe]16([N+]5(\C(/C(\CCC(=O)[O-])=C(C)\C(/C=C2(C(\C)=C(C(\N12)=C\C(\C(/C)=3)=4)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))=5)=C/C8(/N6C(/C=7)=C(C)/C(\CCC(=O)[O-])=8))))))		FRKORVCRVCLRBA-ARQJTVBPSA-J									PlantCyc/PMN local PGDB
CPD-16569	CPD-16569	kojibiose	342.1162115493					C12H22O11			plantcyc <https://plantcyc.org/>	2-alpha-D-glucosyl-D-glucose // alpha-D-glucopyranosyl-(1->2)-D-glucopyranose	342.1162115493	C(O)[C@H]2(OC(O)[C@H](O[C@@H]1([C@H](O)[C@H]([C@H](O)[C@@H](CO)O1)O))[C@@H](O)[C@H](O)2)											PlantCyc/PMN local PGDB
CPD-13545	CPD-13545	chitobiose	340.1481803797					C12H26N2O9			plantcyc <https://plantcyc.org/>	beta-D-glucosaminyl-(1->4)-D-glucosamine // 2-amino-4- O -(2-amino-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-D-glucopyranose	340.1481803797	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H]([NH3+])[C@@H](O1)O[C@H]2([C@H](O)[C@H](C(O)O[C@H](CO)2)[NH3+]))											PlantCyc/PMN local PGDB
MANDELONITRILE	MANDELONITRILE	mandelonitrile	133.052763852					C8H7NO			plantcyc <https://plantcyc.org/>		133.052763852	C(C(C1(\C=C/C=C\C=1))O)#N											PlantCyc/PMN local PGDB
CPD0-2186	CPD0-2186	a hexadecenoyl-CoA (n-C16:1CoA)	1003.3292238865					C37H60N7O17P3S			plantcyc <https://plantcyc.org/>		1003.3292238865	CCCCCC/C=C/CCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O											PlantCyc/PMN local PGDB
12-Hydroxyjasmonates	12-Hydroxyjasmonates	tuberonic acid	226.1205090662					C12H17O4			plantcyc <https://plantcyc.org/>	12-OHJA // 12-hydroxyjasmonic acid // 12-hydroxy-JA // (+/-)-12-hydroxyjasmonate // 12-hydroxy epi-jasmonic acid // 12-hydroxyjasmonate // {(1R,2R)-2-[(2Z)-5-hydroxypent-2-enyl]-3-oxo-cyclopentyl}acetate	226.1205090662	C(O)C\C=C/CC1(C(=O)CCC1CC([O-])=O)		RZGFUGXQKMEMOO-UPHRSURJSA-M									PlantCyc/PMN local PGDB
Phosphoserines	Phosphoserines	L(or D)- O -phosphoserine	185.0089235046					C3H5NO6P			plantcyc <https://plantcyc.org/>	a phosphoserine	185.0089235046	C(OP(=O)([O-])[O-])C(N)C([O-])=O		BZQFBWGGLXLEPQ-UHFFFAOYSA-K									PlantCyc/PMN local PGDB
CPD0-1561	CPD0-1561	selenocysteine	168.9642002741					C3H7NO2SE			plantcyc <https://plantcyc.org/>	3-selenyl-alanine // D,L-selenocysteine // selenium-cystine	168.9642002741	C([SeH])C([NH3+])C([O-])=O		ZKZBPNGNEQAJSX-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
Jadomycin-B	Jadomycin-B	jadomycin B	549.1998815992					C30H31NO9			plantcyc <https://plantcyc.org/>		549.1998815992	CC[C@H](C)[C@H]1(C(=O)OC3(N1C5(\C(=O)C6(/C(/O[C@H]2(C[C@@H](O)[C@@H](O)[C@H](C)O2))=C\C=C/C(/C(=O)C(\C4(C\3=C\C(/C)=C/C(O)=4))=5)=6))))		BSBSCJRAEMDCHC-LVOPHWFOSA-N									PlantCyc/PMN local PGDB
Jasmonoyl-Phenylalanines	Jasmonoyl-Phenylalanines	a jasmonoyl-L-phenylalanine	357.1940083603					C21H26NO4			plantcyc <https://plantcyc.org/>	a phenylalanine-jasmonate conjugate // a JA-Phe // a jasmonate-phenylalanine // a jasmonic acid-phenylalanine // a jasmonic acid-phenylalanine conjugate // a jasmonyl-phenylalanine	357.1940083603	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](CC2(\C=C/C=C\C=2))C([O-])=O)=O)		BYYWRCJZFSTRMQ-YYYBFOMSSA-M									PlantCyc/PMN local PGDB
Lactate	Lactate	lactate	90.0316940589					C3H5O3			plantcyc <https://plantcyc.org/>	DL lactate // ( RS )-lactate // 2-hydroxypropanoate	90.0316940589	CC(C([O-])=O)O											PlantCyc/PMN local PGDB
CPD-21358	CPD-21358	L- glycero -D- manno -heptose	210.0739528041					C7H14O7			plantcyc <https://plantcyc.org/>		210.0739528041	C([C@@H]([C@H]1(OC(O)[C@H]([C@H]([C@@H]1O)O)O))O)O		BGWQRWREUZVRGI-OLLRPPRZSA-N									PlantCyc/PMN local PGDB
CPD-11914	CPD-11914	L-digitoxose	148.0735588736					C6H12O4			plantcyc <https://plantcyc.org/>		148.0735588736	C[C@H](O)[C@H](O)[C@H](O)CC=O		JWFRNGYBHLBCMB-JKUQZMGJSA-N									PlantCyc/PMN local PGDB
D-mannuronates	D-mannuronates	D-mannuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-mannuronic acid	194.0426526757	C(=O)[C@H]([C@@H](O)[C@H](O)[C@@H](C([O-])=O)O)O		IAJILQKETJEXLJ-MBMOQRBOSA-M									PlantCyc/PMN local PGDB
Pyranuronates	Pyranuronates	a pyranuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	a pyranuronic acid	194.0426526757	C1(O)(C(O)C(O)OC(C(=O)[O-])C(O)1)		AEMOLEFTQBMNLQ-UHFFFAOYSA-M									PlantCyc/PMN local PGDB
GLUCOSE-16-DIPHOSPHATE	GLUCOSE-16-DIPHOSPHATE	glucose-1,6-bisphosphate	339.9960489346					C6H10O12P2			plantcyc <https://plantcyc.org/>	glucose-1,6-diphosphate	339.9960489346	C(OP([O-])(=O)[O-])[C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)OP(=O)([O-])[O-])											PlantCyc/PMN local PGDB
D-Ketohexoses	D-Ketohexoses	a D-ketohexose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)C(=O)C(O)C(O)[C@H](O)CO		BJHIKXHVCXFQLS-GBLJGUNLSA-N									PlantCyc/PMN local PGDB
C28-22S-hydroxysteroid	C28-22S-hydroxysteroid	a (22 S )-22-hydroxy-C 28 -steroid	402.3861662271					C28H50O			plantcyc <https://plantcyc.org/>		402.3861662271	CC(C)C(C)C[C@H](O)C(C)C3(CCC4(C2(CCC1(CCCCC(C)1C2CCC(C)34))))		XCYIMZFGSRPMQH-YVXPVVMSSA-N									PlantCyc/PMN local PGDB
CPD-26204	CPD-26204	CDP-glycerol	477.054960797					C12H19N3O13P2			plantcyc <https://plantcyc.org/>	rac -CDP-glycerol	477.054960797	C(O)C(O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O		HHPOUCCVONEPRK-JANFQQFMSA-L									PlantCyc/PMN local PGDB
CPD-14022	CPD-14022	alpha-terpineol	154.1357651999					C10H18O			plantcyc <https://plantcyc.org/>		154.1357651999	CC1(\CCC(C\C=1)C(O)(C)C)											PlantCyc/PMN local PGDB
Menthones	Menthones	a menthone	154.1357651999					C10H18O			plantcyc <https://plantcyc.org/>		154.1357651999	CC(C1(CCC(CC1=O)C))C											PlantCyc/PMN local PGDB
5678-TETRAHYDROPTERIDINE	5678-TETRAHYDROPTERIDINE	a 5,6,7,8-tetrahydropteridine	136.0748962776					C6H8N4			plantcyc <https://plantcyc.org/>	a 5,6,7,8-tetrahydropterine // a tetrahydropteridine	136.0748962776	C1(CNC2(/N=C\N=C/C(/N1)=2))		IDAICLIJTRXNER-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
GLUCURONATE	GLUCURONATE	D-glucuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	glucuronate // glucuronic acid // D-glucuronic acid // GlcA // D-glucopyranuronic acid	194.0426526757	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]		IAJILQKETJEXLJ-QTBDOELSSA-M									PlantCyc/PMN local PGDB
CPD-16768	CPD-16768	mycosamine	163.0844579109					C6H14NO4			plantcyc <https://plantcyc.org/>	3-amino-3-deoxy-D-rhamnose // 3-amino-3,6-dideoxymannose // 3-amino-3,6-dideoxy-D-mannose	163.0844579109	C[C@H]1(OC([C@@H](O)[C@H]([C@H](O)1)[NH3+])O)		OINCELAOJGBMQV-YIDFTEPTSA-O									PlantCyc/PMN local PGDB
CPD-10247	CPD-10247	6-sulfo-D-quinovose	244.025288052					C6H11O8S			plantcyc <https://plantcyc.org/>	sulphoquinovose // 6-deoxy-6-sulfoglucose // 6-deoxy-6-sulfo-D-glucopyranose // sulfoquinovose // D-sulfoquinovose	244.025288052	C([C@H]1(OC(O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]		QFBWOLBPVQLZEH-GASJEMHNSA-M									PlantCyc/PMN local PGDB
D-galactopyranose-6-phosphate	D-galactopyranose-6-phosphate	D-galactopyranose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(OP([O-])([O-])=O)[C@H]1(OC([C@@H]([C@H]([C@H]1O)O)O)O)											PlantCyc/PMN local PGDB
Isocitrate	Isocitrate	isocitrate	192.0270026115					C6H5O7			plantcyc <https://plantcyc.org/>	isocitric acid	192.0270026115	C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]		ODBLHEXUDAPZAU-UHFFFAOYSA-K									PlantCyc/PMN local PGDB
N6-O-disulfo-D-glucosamine	N6-O-disulfo-D-glucosamine	N ,6- O -disulfo-D-glucosamine	338.9930016456					C6H11NO11S2			plantcyc <https://plantcyc.org/>	N2-,6-disulfo-D-glucosamine	338.9930016456	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)NS(=O)([O-])=O)O))OS(=O)([O-])=O		DQTRACMFIGDHSN-IVMDWMLBSA-L									PlantCyc/PMN local PGDB
N-acetyl-D-hexosamines	N-acetyl-D-hexosamines	an N -acetyl-D-hexosamine	221.0899372193					C8H15NO6			plantcyc <https://plantcyc.org/>		221.0899372193	CC(NC1(C(C([C@H](OC1O)CO)O)O))=O		OVRNDRQMDRJTHS-BKJPEWSUSA-N									PlantCyc/PMN local PGDB
Arabinopyranoses	Arabinopyranoses	an arabinopyranose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C1(C(O)C(O)C(O)C(O)O1)											PlantCyc/PMN local PGDB
All-Biopterines	All-Biopterines	a biopterin	237.0861892454					C9H11N5O3			plantcyc <https://plantcyc.org/>	a 2-amino-4-hydroxy-6-(1,2-dihydroxypropyl)-pteridine	237.0861892454	CC(C(O)C1(\C=N/C2(\N=C(N)/NC(C(/N=1)=2)=O)))O		LHQIJBMDNUYRAM-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
D-glucose-1-phosphates	D-glucose-1-phosphates	D-glucose 1-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>	D-glucopyranose 1-phosphate	260.0297185262	C(O)[C@@H]1([C@H]([C@@H]([C@H](C(OP(=O)([O-])[O-])O1)O)O)O)		HXXFSFRBOHSIMQ-GASJEMHNSA-L									PlantCyc/PMN local PGDB
L-Ketohexoses	L-Ketohexoses	an L-ketohexose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)C(=O)C(O)C(O)[C@@H](O)CO		BJHIKXHVCXFQLS-ORLPHIGFSA-N									PlantCyc/PMN local PGDB
CPD-15979	CPD-15979	D-mannopyranose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>	D-mannopyranose-6-P	260.0297185262	C(OP(=O)([O-])[O-])[C@H]1(OC(O)[C@@H](O)[C@@H](O)[C@H](O)1)											PlantCyc/PMN local PGDB
L-Galactopyranose	L-Galactopyranose	L-galactopyranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C([C@@H]1(OC([C@H]([C@@H]([C@@H]1O)O)O)O))O		WQZGKKKJIJFFOK-DHVFOXMCSA-N									PlantCyc/PMN local PGDB
CPD-13935	CPD-13935	alpha-1,6-D mannobiose	342.1162115493					C12H22O11			plantcyc <https://plantcyc.org/>	alpha-D-mannosyl-(1->6)-D-mannose	342.1162115493	C2(O)(O[C@H](CO[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)1))[C@@H](O)[C@H](O)[C@H](O)2)		DLRVVLDZNNYCBX-FZFXURTHSA-N									PlantCyc/PMN local PGDB
Jasmonic-Acids	Jasmonic-Acids	a jasmonate	210.1255944441					C12H17O3			plantcyc <https://plantcyc.org/>	a jasmonic acid // a JA	210.1255944441	CC\C=C/CC1(C(=O)CCC1CC([O-])=O)		ZNJFBWYDHIGLCU-ARJAWSKDSA-M									PlantCyc/PMN local PGDB
CPD0-2228	CPD0-2228	a tetradecenoyl-CoA (n-C14:1CoA)	975.2979237581					C35H56N7O17P3S			plantcyc <https://plantcyc.org/>		975.2979237581	CCCCCC/C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]		JPIHVKICKVPFFY-QSGBVPJFSA-J									PlantCyc/PMN local PGDB
13-HPODE	13-HPODE	13-HpODE	312.2300595156					C18H31O4			plantcyc <https://plantcyc.org/>	13-hydroperoxy-(9Z,11E)-octadecadienoate // (9Z,11E)-13-hydroperoxyoctadecadienoate // (+/-)13-HpODE	312.2300595156	CCCCCC(/C=C/C=C\CCCCCCCC(=O)[O-])OO		JDSRHVWSAMTSSN-BSZOFBHHSA-M									PlantCyc/PMN local PGDB
DL-CARNITINE	DL-CARNITINE	carnitine	163.1208434172					C7H15NO3			plantcyc <https://plantcyc.org/>	D,L-carnitine	163.1208434172	C(C(O)CC(=O)[O-])[N+](C)(C)C											PlantCyc/PMN local PGDB
Hexaric-Acids	Hexaric-Acids	a hexaric acid	210.0375672978					C6H8O8			plantcyc <https://plantcyc.org/>		210.0375672978	C(=O)([O-])C(O)C(O)C(O)C(O)C(=O)[O-]											PlantCyc/PMN local PGDB
4-HYDROXYPHENYLLACTATE	4-HYDROXYPHENYLLACTATE	3-(4-hydroxyphenyl)lactate	182.0579088094					C9H9O4			plantcyc <https://plantcyc.org/>	4-hydroxyphenyllactate // p-hydroxyphenyllactate // 3-(4-hydroxyphenyl)lactic acid // 2-hydroxy-3-(4-hydroxyphenyl)propanoate // p-hydroxyphenyllactic acid	182.0579088094	C1(\C(/CC(C([O-])=O)O)=C/C=C(\C=1)/O)											PlantCyc/PMN local PGDB
Flavonone-rhamnosyl-glucosides	Flavonone-rhamnosyl-glucosides	a flavanone 7-O-[alpha-L-rhamnosyl-(1->2)]-beta-D-glucoside	548.1893764924					C27H32O12			plantcyc <https://plantcyc.org/>	a flavanone 7-O-(alpha-L-rhamnosyl-(1,2)-beta-D-glucoside	548.1893764924	C[C@H]1([C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2([C@H]([C@@H]([C@@H](CO)O[C@H]2OC5(\C=C4(C(/C(CC(C3(\C=C/C=C\C=3))O4)=O)=C\C=5)))O)O))O)O)O)		NGCDNNXVUMHGTD-UJZKHPIGSA-N									PlantCyc/PMN local PGDB
NADPHX	NADPHX	NADPHX	763.1016667914					C21H28N7O18P3			plantcyc <https://plantcyc.org/>		763.1016667914	C1(/N(C(O)CCC(/C(=O)N)=1)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))		SZKXTJUOKARGIY-SYZDXSIJSA-J									PlantCyc/PMN local PGDB
D-SEDOHEPTULOSE-7-P	D-SEDOHEPTULOSE-7-P	D-sedoheptulose 7-phosphate	290.0402832125					C7H13O10P			plantcyc <https://plantcyc.org/>	D-Sedoheptulose-7-P // heptulose 7-phosphate // sedoheptulose-7-P // sedo-heptulose-7-phosphate	290.0402832125	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O		JDTUMPKOJBQPKX-GBNDHIKLSA-L									PlantCyc/PMN local PGDB
HEME_C	HEME_C	heme c	686.168389209					C34H34N4O4S2FE			plantcyc <https://plantcyc.org/>		686.168389209	CC3(\C7(\[N+]4(\[Fe]16([N+]5(\C(/C(\C)=C(C(\C=C2(C(/C)=C(CCC(=O)[O-])/C(/N12)=C/C(/C(\CCC(=O)[O-])=3)=4))=5)/C(C)S)=C/C8(/N6C(/C=7)=C(C)/C(/C(C)S)=8))))))		HDADCWOFPYHTMD-IDTMDVKXSA-J									PlantCyc/PMN local PGDB
D-myo-inositol-pentakisphosphates	D-myo-inositol-pentakisphosphates	a D myo -inositol penta kis phosphate	579.8950401598					C6H7O21P5			plantcyc <https://plantcyc.org/>		579.8950401598	C1(O)(C(OP([O-])(=O)[O-])C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)1)		CTPQAXVNYGZUAJ-UHFFFAOYSA-D									PlantCyc/PMN local PGDB
DIOH-ISOVALERATE	DIOH-ISOVALERATE	2,3-dihydroxy-3-methylbutanoate	134.0579088094					C5H9O4			plantcyc <https://plantcyc.org/>	2,3-dihydroxy-isovalerate // alpha,beta-dihydroxy-isovalerate	134.0579088094	CC(C)(O)C(O)C(=O)[O-]											PlantCyc/PMN local PGDB
CPD-15317	CPD-15317	D-ribofuranose 5-phosphate	230.0191538399					C5H9O8P			plantcyc <https://plantcyc.org/>		230.0191538399	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)C(O)O1)		KTVPXOYAKDPRHY-SOOFDHNKSA-L									PlantCyc/PMN local PGDB
CPD-24813	CPD-24813	D-fructose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(O)C(=O)[C@@H](O)[C@@H]([C@H](O)COP([O-])(=O)[O-])O		GSXOAOHZAIYLCY-HSUXUTPPSA-L									PlantCyc/PMN local PGDB
3-HYDROXY-ISOBUTYRATE	3-HYDROXY-ISOBUTYRATE	3-hydroxy-isobutanoate	104.0473441231					C4H7O3			plantcyc <https://plantcyc.org/>	3-hydroxy-isobutyrate // 3-hydroxyisobutyric acid // 3-hydroxy-2-methylpropanoate	104.0473441231	CC(C([O-])=O)CO		DBXBTMSZEOQQDU-UHFFFAOYSA-M									PlantCyc/PMN local PGDB
CPD-23494	CPD-23494	a (2 R ,3 S )-leucocyanidin	306.0739528041					C15H14O7			plantcyc <https://plantcyc.org/>	a 2,3- trans -leucocyanidin	306.0739528041	C3(\C(\[C@H]1(OC2(\C=C(/C=C(C(\C([C@@H]1O)O)=2)/O)\O)))=C/C(/O)=C(\C=3)/O)		SBZWTSHAFILOTE-NOYMGPGASA-N									PlantCyc/PMN local PGDB
PLASTOQUINONE	PLASTOQUINONE	a plastoquinone	748.6158318122					C53H80O2			plantcyc <https://plantcyc.org/>		748.6158318122	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(C(/C)=C(C)/C(\C=1)=O)=O)											PlantCyc/PMN local PGDB
CPD-19814	CPD-19814	tuberonic acid glucoside	388.1733324977					C18H27O9			plantcyc <https://plantcyc.org/>	12-hydroxyjasmonate 12- O -beta-D-glucoside	388.1733324977	C(O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))C\C=C/CC2(C(=O)CCC2CC([O-])=O)		JFDNMLUPLXZXGV-CTVCMHGRSA-M									PlantCyc/PMN local PGDB
D-rhamnopyranoses	D-rhamnopyranoses	D-rhamnopyranose	164.0684734957					C6H12O5			plantcyc <https://plantcyc.org/>		164.0684734957	C[C@@H]1([C@H]([C@@H]([C@@H](C(O1)O)O)O)O)											PlantCyc/PMN local PGDB
CPD-19426	CPD-19426	noroxomaritidine	271.1208434172					C16H17NO3			plantcyc <https://plantcyc.org/>	8-hydroxy-9-methoxy-4,4a-dihydro-3H,6H-5,10b-ethanophenanthridin-3-one	271.1208434172	COC4(/C=C1(C(/CN3(CCC21(\C=C/C(CC23)=O)))=C\C(\O)=4))		VEXDOCFQMVMPHJ-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
N-sulfo-D-glucosamine	N-sulfo-D-glucosamine	N -sulfo-D-glucosamine	259.0361870893					C6H12NO8S			plantcyc <https://plantcyc.org/>	GlcNS // D- N -sulfoglucosamine // GlcN2S	259.0361870893	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](NS(=O)(=O)[O-])C(O)O1)		PRDZVHCOEWJPOB-IVMDWMLBSA-M									PlantCyc/PMN local PGDB
D-galactofuranose	D-galactofuranose	D-galactofuranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)[C@@H](O)[C@H]1([C@H](O)[C@@H](O)C(O1)O)		AVVWPBAENSWJCB-RSVSWTKNSA-N									PlantCyc/PMN local PGDB
11-Hydroxyjasmonates	11-Hydroxyjasmonates	an 11-hydroxyjasmonate	226.1205090662					C12H17O4			plantcyc <https://plantcyc.org/>	an 11-OHJA // an 11-hydroxyjasmonic acid // an 11-hydroxy-JA	226.1205090662	CC(O)\C=C/CC1(C(=O)CCC1CC([O-])=O)		KLPBEXRQJBKPDM-IHWYPQMZSA-M									PlantCyc/PMN local PGDB
Phycoerythrobilins	Phycoerythrobilins	a phycoerythrobilin	586.2791349732					C33H36N4O6			plantcyc <https://plantcyc.org/>	PEB	586.2791349732	C/C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C[C@H]2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)		IGJXAXFFKKRFKU-VVZNRSQRSA-L									PlantCyc/PMN local PGDB
UDP-L-arabinopyranose	UDP-L-arabinopyranose	UDP-L-arabinopyranose	536.0444556902					C14H20N2O16P2			plantcyc <https://plantcyc.org/>		536.0444556902	C3(OC(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])[C@H](O)[C@@H](O)[C@@H](O)3)		DQQDLYVHOTZLOR-OKQNPRBNSA-L									PlantCyc/PMN local PGDB
D-galactose-6-phosphate	D-galactose-6-phosphate	a D-galactose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(=O)[C@@H]([C@H]([C@H]([C@@H](COP([O-])(=O)[O-])O)O)O)O		VFRROHXSMXFLSN-KCDKBNATSA-L									PlantCyc/PMN local PGDB
CPD-15991	CPD-15991	D-trehalose 6-phosphate	422.0825419577					C12H21O14P			plantcyc <https://plantcyc.org/>	trehalose phosphate // trehalose 6-phosphate	422.0825419577	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)OC2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))O											PlantCyc/PMN local PGDB
HEME_D	HEME_D	heme d	652.198427009					C34H32N4O6FE			plantcyc <https://plantcyc.org/>		652.198427009	C=CC3(\C7(\[N+]4(\[Fe]16([N+]5(\C(/[C@@]([C@@](C(\C=C2(C(/C)=C(C=C)/C(/N12)=C/C(/C(\C)=3)=4))=5)(C)O)(CCC(=O)[O-])O)=C/C8(/N6C(/C=7)=C(C)/C(\CCC(=O)[O-])=8))))))		RPJMZJBGAPHZQR-XCVPDAMTSA-J									PlantCyc/PMN local PGDB
