Lab.ID	BIOCYC.ID	Compound.name	mz	RT	CAS.ID	HMDB.ID	KEGG.ID	Formula	mz.pos	mz.neg	Submitter	Synonyms	monisotopic_molecular_weight	SMILES.ID	INCHI.ID	INCHIKEY.ID	Kingdom	Super_class	Class	Sub_class	direct_parent	molecular_framework	classyfire_status	classyfire_source	source
CPD-18719	CPD-18719	D-fructofuranose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(OP(=O)([O-])[O-])[C@H]1(OC(CO)(O)[C@@H](O)[C@H](O)1)		BGWGXPAPYGQALX-VRPWFDPXSA-L									PlantCyc/PMN local PGDB
Heme-d1	Heme-d1	heme d 1	712.146785369					C34H26N4O10FE			plantcyc <https://plantcyc.org/>		712.146785369	CC6(\C(/CCC(=O)[O-])=C7(\C=C8(C(/C=C/C([O-])=O)=C(C)/C1(/N([Fe-2]35(N(C(/C=C4(C(=O)[C@@](CC(=O)[O-])(C)C(\C=C2(C(=O)[C@](C)(CC([O-])=O)C(\C=1)=[N+]2/3))=[N+]4/5))=6)7))8))))		YTCKFKAUGWIMPJ-FSQDTXDGSA-H									PlantCyc/PMN local PGDB
CPD-19814	CPD-19814	tuberonic acid glucoside	388.1733324977					C18H27O9			plantcyc <https://plantcyc.org/>	12-hydroxyjasmonate 12- O -beta-D-glucoside	388.1733324977	C(O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))C\C=C/CC2(C(=O)CCC2CC([O-])=O)		JFDNMLUPLXZXGV-CTVCMHGRSA-M									PlantCyc/PMN local PGDB
Phycocyanobilins	Phycocyanobilins	a phycocyanobilin	586.2791349732					C33H36N4O6			plantcyc <https://plantcyc.org/>	a phycobiliverdin	586.2791349732	C/C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C=C2(C(/C)=C(CC)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)		INPDFIMLLXXDOQ-MKLOKSPTSA-L									PlantCyc/PMN local PGDB
CPD-478	CPD-478	1-pyrroline-5-carboxylate	113.0476784741					C5H6NO2			plantcyc <https://plantcyc.org/>	3,4-dihydro-2H-pyrrole-2-carboxylate	113.0476784741	C1(\CCC(\N=1)C(=O)[O-])		DWAKNKKXGALPNW-UHFFFAOYSA-M									PlantCyc/PMN local PGDB
Phosphoserines	Phosphoserines	L(or D)- O -phosphoserine	185.0089235046					C3H5NO6P			plantcyc <https://plantcyc.org/>	a phosphoserine	185.0089235046	C(OP(=O)([O-])[O-])C(N)C([O-])=O		BZQFBWGGLXLEPQ-UHFFFAOYSA-K									PlantCyc/PMN local PGDB
D-galactofuranose	D-galactofuranose	D-galactofuranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)[C@@H](O)[C@H]1([C@H](O)[C@@H](O)C(O1)O)		AVVWPBAENSWJCB-RSVSWTKNSA-N									PlantCyc/PMN local PGDB
L-Iduronate	L-Iduronate	L-iduronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>		194.0426526757	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]		IAJILQKETJEXLJ-SKNVOMKLSA-M									PlantCyc/PMN local PGDB
RIBOSE-5P	RIBOSE-5P	D-ribose 5-phosphate	230.0191538399					C5H9O8P			plantcyc <https://plantcyc.org/>	D-ribose-5-phosphoric acid // ribose-5-phosphoric acid // ribose-5P // D-ribose-5-P // ribose-5-P // D-ribose 5'-phosphate	230.0191538399	C(=O)[C@H](O)[C@H](O)[C@@H](COP([O-])([O-])=O)O											PlantCyc/PMN local PGDB
D-Mannosamines	D-Mannosamines	D-mannosamine	179.079372533					C6H14NO5			plantcyc <https://plantcyc.org/>	2-amino-2-deoxy-D-Mannose	179.079372533	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H]([NH3+])C(O)O1)		MSWZFWKMSRAUBD-CBPJZXOFSA-O									PlantCyc/PMN local PGDB
CPD-8475	CPD-8475	2-hydroxyhexadecanoate	272.2351448935					C16H31O3			plantcyc <https://plantcyc.org/>	2-hydroxyhexadecanoic acid // 2-hydroxypalmitate // 2-hydroxypalmitic acid	272.2351448935	CCCCCCCCCCCCCCC(O)C([O-])=O		JGHSBPIZNUXPLA-UHFFFAOYSA-M									PlantCyc/PMN local PGDB
N-acetyl-alpha-D-hexosamines	N-acetyl-alpha-D-hexosamines	an N-acetyl-alpha-D-hexosamine	221.0899372193					C8H15NO6			plantcyc <https://plantcyc.org/>		221.0899372193	CC(NC1(C(C([C@H](O[C@@H]1O)CO)O)O))=O		OVRNDRQMDRJTHS-HOJWEIHESA-N									PlantCyc/PMN local PGDB
CPD0-2227	CPD0-2227	an octadecenoyl-CoA (n-C18:1CoA)	1031.3605240149					C39H64N7O17P3S			plantcyc <https://plantcyc.org/>		1031.3605240149	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]		NBCCUIHOHUKBMK-LFZQUHGESA-J									PlantCyc/PMN local PGDB
CPD0-2228	CPD0-2228	a tetradecenoyl-CoA (n-C14:1CoA)	975.2979237581					C35H56N7O17P3S			plantcyc <https://plantcyc.org/>		975.2979237581	CCCCCC/C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]		JPIHVKICKVPFFY-QSGBVPJFSA-J									PlantCyc/PMN local PGDB
Thiazoles	Thiazoles	a thiazole	84.9986197915					C3H3NS			plantcyc <https://plantcyc.org/>		84.9986197915	C1(\N=C/S\C=1)											PlantCyc/PMN local PGDB
UDP-L-arabinopyranose	UDP-L-arabinopyranose	UDP-L-arabinopyranose	536.0444556902					C14H20N2O16P2			plantcyc <https://plantcyc.org/>		536.0444556902	C3(OC(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])[C@H](O)[C@@H](O)[C@@H](O)3)		DQQDLYVHOTZLOR-OKQNPRBNSA-L									PlantCyc/PMN local PGDB
HEME_A	HEME_A	heme a	854.3705777152					C49H54N4O6FE			plantcyc <https://plantcyc.org/>		854.3705777152	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe]35([N+]2(\C(/C(/C=O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))		RRJCKGQQRUXGQR-PRYGPKJJSA-J									PlantCyc/PMN local PGDB
Vernolates	Vernolates	vernolate	296.2351448935					C18H31O3			plantcyc <https://plantcyc.org/>	12,13-epoxy-9-cis-octadecenoic acid // 12,13-epoxy-9-cis-octadecenoate // vernolic acid // (9Z)-11-(3-pentyloxiran-2-yl)undec-9-enoic acid // (9Z)-11-(3-pentyloxiran-2-yl)undec-9-enoic acids // 12(13)-EpOME // (9Z)-12,13-epoxyoctadecenoic acid // 12,13-cis-epoxyoctadecenoic acid // cis-12,13-ep, 9c-18:1 // cis-12,13-epoxy-9-octadecenoic acid // isoleukotoxin // (+/-)12(13)-EpOME // (+/-)vernolate	296.2351448935	CCCCCC1(OC(C\C=C/CCCCCCCC(=O)[O-])1)		CCPPLLJZDQAOHD-FLIBITNWSA-M									PlantCyc/PMN local PGDB
DEOXY-RIBOSE-5P	DEOXY-RIBOSE-5P	2-deoxy-D-ribose 5-phosphate	214.0242392178					C5H9O7P			plantcyc <https://plantcyc.org/>		214.0242392178	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)CC(O)O1)		KKZFLSZAWCYPOC-PYHARJCCSA-L									PlantCyc/PMN local PGDB
Retinals	Retinals	a retinal	284.2140155209					C20H28O			plantcyc <https://plantcyc.org/>	Vitamin A // Vitamin A1	284.2140155209	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\C=O											PlantCyc/PMN local PGDB
CPD0-1561	CPD0-1561	selenocysteine	168.9642002741					C3H7NO2SE			plantcyc <https://plantcyc.org/>	3-selenyl-alanine // D,L-selenocysteine // selenium-cystine	168.9642002741	C([SeH])C([NH3+])C([O-])=O		ZKZBPNGNEQAJSX-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
25-DIAMINOPENTANOATE	25-DIAMINOPENTANOATE	ornithine	132.0898776398					C5H13N2O2			plantcyc <https://plantcyc.org/>	2,5-diaminopentanoate	132.0898776398	C(C[NH3+])CC([NH3+])C([O-])=O											PlantCyc/PMN local PGDB
2-HYDROXYGLUTARIC_ACID	2-HYDROXYGLUTARIC_ACID	2-hydroxyglutarate	148.0371733673					C5H6O5			plantcyc <https://plantcyc.org/>	2-hydroxyglutaric acid // alpha-hydroxyglutarate // alpha-hydroxy-glutarate // 2-hydroxypentanedioic acid	148.0371733673	C(CC(=O)[O-])C(O)C(=O)[O-]		HWXBTNAVRSUOJR-UHFFFAOYSA-L									PlantCyc/PMN local PGDB
CPD-15694	CPD-15694	3-hydroxy-decanoyl-CoA	937.2458881876					C31H50N7O18P3S			plantcyc <https://plantcyc.org/>		937.2458881876	CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]											PlantCyc/PMN local PGDB
GLUCOSAMINE	GLUCOSAMINE	D-glucosamine	179.079372533					C6H14NO5			plantcyc <https://plantcyc.org/>	2-amino-2-deoxyglucose // chitosamine // glucosamine	179.079372533	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H]([NH3+])C(O)O1)		MSWZFWKMSRAUBD-IVMDWMLBSA-O									PlantCyc/PMN local PGDB
N-acetyl-D-hexosamines	N-acetyl-D-hexosamines	an N -acetyl-D-hexosamine	221.0899372193					C8H15NO6			plantcyc <https://plantcyc.org/>		221.0899372193	CC(NC1(C(C([C@H](OC1O)CO)O)O))=O		OVRNDRQMDRJTHS-BKJPEWSUSA-N									PlantCyc/PMN local PGDB
2-Deoxypentoses	2-Deoxypentoses	a 2-deoxypentose	134.0579088094					C5H10O4			plantcyc <https://plantcyc.org/>	3,4,5-trihydroxypentanal	134.0579088094	C(C=O)C(O)C(O)CO		ASJSAQIRZKANQN-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
Porphyrins	Porphyrins	a porphyrin	310.1218464702					C20H14N4			plantcyc <https://plantcyc.org/>		310.1218464702	C4(\C=C3(\C=C5(\C=C/C(\C=C1(\C=C/C(/N1)=C/C2(\C=C/C(/N=2)=C/C(/N3)=4)))=N5)))											PlantCyc/PMN local PGDB
GLUCOSE-16-DIPHOSPHATE	GLUCOSE-16-DIPHOSPHATE	glucose-1,6-bisphosphate	339.9960489346					C6H10O12P2			plantcyc <https://plantcyc.org/>	glucose-1,6-diphosphate	339.9960489346	C(OP([O-])(=O)[O-])[C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)OP(=O)([O-])[O-])											PlantCyc/PMN local PGDB
PLASTOQUINONE	PLASTOQUINONE	a plastoquinone	748.6158318122					C53H80O2			plantcyc <https://plantcyc.org/>		748.6158318122	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(C(/C)=C(C)/C(\C=1)=O)=O)											PlantCyc/PMN local PGDB
L-Guluronate	L-Guluronate	L-guluronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>		194.0426526757	C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]		IAJILQKETJEXLJ-SQOUGZDYSA-M									PlantCyc/PMN local PGDB
L-XYLOSE	L-XYLOSE	L-xylose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>	L-xylo-pentose	150.0528234315	C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO		PYMYPHUHKUWMLA-WISUUJSJSA-N									PlantCyc/PMN local PGDB
D-quinovose	D-quinovose	D-quinovose	164.0684734957					C6H12O5			plantcyc <https://plantcyc.org/>	6-deoxy-D-glucose // D-epifucose // D-chinovose // D-glucomethylose // isorhamnose // isorhodeose	164.0684734957	C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O		PNNNRSAQSRJVSB-JGWLITMVSA-N									PlantCyc/PMN local PGDB
CPD-26629	CPD-26629	2-methylbutanoyl-CoA	851.1727232445					C26H40N7O17P3S			plantcyc <https://plantcyc.org/>	2-methyl-butyryl-CoA // 2-methylbutyryl-CoA // alpha-methylbutyryl-CoA // alpha-methylbutanoyl-CoA	851.1727232445	CCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]		LYNVNYDEQMMNMZ-XGXNYEOVSA-J									PlantCyc/PMN local PGDB
L-xylopyranose	L-xylopyranose	L-xylopyranose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C1(O)(OC[C@H](O)[C@@H](O)[C@H](O)1)											PlantCyc/PMN local PGDB
Hexose-1-Phosphate	Hexose-1-Phosphate	a hexose 1-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(O)C1(OC(OP([O-])(=O)[O-])C(O)C(O)C(O)1)		HXXFSFRBOHSIMQ-UHFFFAOYSA-L									PlantCyc/PMN local PGDB
C27-22S-hydroxysteroid	C27-22S-hydroxysteroid	a (22 S )-22-hydroxy-C 27 -steroid	388.3705161629					C27H48O			plantcyc <https://plantcyc.org/>		388.3705161629	CC(C)CC[C@H](O)C(C)C3(CCC4(C2(CCC1(CCCCC(C)1C2CCC(C)34))))		OLYXNPLLTCKGPC-SZMCTDDBSA-N									PlantCyc/PMN local PGDB
Methyl-Farnesoates	Methyl-Farnesoates	a methyl farnesoate	250.1932800788					C16H26O2			plantcyc <https://plantcyc.org/>	a farnesoic acid methyl ester // a 2,6,10-Dodecatrienoic acid, 3,7,11-trimethyl-, methyl ester // a farnesenic acid, methyl ester // a farnesyl methyl ester // a methyl 3,7,11-trimethyl-2,6,10-dodecatrienoate // a methyl farnesate // a methyl farnesylate	250.1932800788	CC(C)=CCCC(\C)=C/CCC(\C)=C/C(=O)OC		NWKXNIPBVLQYAB-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
2-OXINDOLE-3-ACETYL-HEXOSE	2-OXINDOLE-3-ACETYL-HEXOSE	a 2-oxindole-3-acetyl-hexose	353.1110665919					C16H19NO8			plantcyc <https://plantcyc.org/>		353.1110665919	C(O)C3(O[C@@H](OC(=O)CC1(C(=O)NC2(\C=C/C=C\C1=2)))C(O)C(O)C(O)3)		MLVJTFNIARPUAO-NTFJDHGLSA-N									PlantCyc/PMN local PGDB
Thiopurines	Thiopurines	a thiopurine	152.0156668392					C5H4N4S			plantcyc <https://plantcyc.org/>		152.0156668392	C1(\NC2(C(/S)=N\C=N/C(\N=1)=2))											PlantCyc/PMN local PGDB
HEME_D	HEME_D	heme d	652.198427009					C34H32N4O6FE			plantcyc <https://plantcyc.org/>		652.198427009	C=CC3(\C7(\[N+]4(\[Fe]16([N+]5(\C(/[C@@]([C@@](C(\C=C2(C(/C)=C(C=C)/C(/N12)=C/C(/C(\C)=3)=4))=5)(C)O)(CCC(=O)[O-])O)=C/C8(/N6C(/C=7)=C(C)/C(\CCC(=O)[O-])=8))))))		RPJMZJBGAPHZQR-XCVPDAMTSA-J									PlantCyc/PMN local PGDB
3-Dehydro-D-Galactopyranose	3-Dehydro-D-Galactopyranose	3-dehydro-D-galactopyranose	178.0477380536					C6H10O6			plantcyc <https://plantcyc.org/>	3-keto-D-galactose	178.0477380536	C(O)[C@H]1(OC([C@@H](C([C@H]1O)=O)O)O)		APIQNBNBIICCON-CHTHJEHHSA-N									PlantCyc/PMN local PGDB
D-galactopyranose-6-phosphate	D-galactopyranose-6-phosphate	D-galactopyranose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(OP([O-])([O-])=O)[C@H]1(OC([C@@H]([C@H]([C@H]1O)O)O)O)											PlantCyc/PMN local PGDB
Galacturonate	Galacturonate	galacturonate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>		194.0426526757	C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]		IAJILQKETJEXLJ-RSJOWCBRSA-M									PlantCyc/PMN local PGDB
Vaccenate	Vaccenate	a vaccenate	282.2558803356					C18H33O2			plantcyc <https://plantcyc.org/>	octadec-11-enoate // 11-octadecenoate // a vaccenic acid	282.2558803356	CCCCCC/C=C/CCCCCCCCCC([O-])=O		UWHZIFQPPBDJPM-UHFFFAOYSA-M									PlantCyc/PMN local PGDB
2-3-Butanediols	2-3-Butanediols	a 2,3-butanediol	90.0680795652					C4H10O2			plantcyc <https://plantcyc.org/>	a butane-2,3-diol // a 2,3-butylene glycol	90.0680795652	CC(C(O)C)O											PlantCyc/PMN local PGDB
12-Hydroxyjasmonates	12-Hydroxyjasmonates	tuberonic acid	226.1205090662					C12H17O4			plantcyc <https://plantcyc.org/>	12-OHJA // 12-hydroxyjasmonic acid // 12-hydroxy-JA // (+/-)-12-hydroxyjasmonate // 12-hydroxy epi-jasmonic acid // 12-hydroxyjasmonate // {(1R,2R)-2-[(2Z)-5-hydroxypent-2-enyl]-3-oxo-cyclopentyl}acetate	226.1205090662	C(O)C\C=C/CC1(C(=O)CCC1CC([O-])=O)		RZGFUGXQKMEMOO-UPHRSURJSA-M									PlantCyc/PMN local PGDB
Ketohexoses	Ketohexoses	a ketohexose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)C(=O)C(O)C(O)C(O)CO		BJHIKXHVCXFQLS-UHFFFAOYSA-N									PlantCyc/PMN local PGDB
Glycerol-1-phosphate	Glycerol-1-phosphate	glycerol 1-phosphate	172.0136745315					C3H7O6P			plantcyc <https://plantcyc.org/>	D,L-alpha-glycerol-phosphate // DL-glycerol 1-phosphate	172.0136745315	C(O)C(COP([O-])(=O)[O-])O		AWUCVROLDVIAJX-UHFFFAOYSA-L									PlantCyc/PMN local PGDB
Jasmonoyl-Leucines	Jasmonoyl-Leucines	a jasmonoyl-L-leucine	323.2096584245					C18H28NO4			plantcyc <https://plantcyc.org/>	a JA-Leu // a jasmonate-leucine // a jasmonic acid-leucine // a jasmonic acid-leucine conjugate // a jasmonyl-leucine	323.2096584245	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](CC(C)C)C([O-])=O)=O)		BDUIIOHQSYPXRT-GJKCTVFGSA-M									PlantCyc/PMN local PGDB
Methyl-Jasmonates	Methyl-Jasmonates	a methyl jasmonate	224.1412445083					C13H20O3			plantcyc <https://plantcyc.org/>	a jasmonic acid methyl ester // a jasmonate methyl ester // an MeJA	224.1412445083	CC\C=C/CC1(C(=O)CCC1CC(OC)=O)		GEWDNTWNSAZUDX-PLNGDYQASA-N									PlantCyc/PMN local PGDB
D-glucose-6-phosphate	D-glucose-6-phosphate	D-glucose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>	D-glucose-6-P // D-glucose-6-phosphate	260.0297185262	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O											PlantCyc/PMN local PGDB
Inulosaccharides	Inulosaccharides	an inulosaccharide	990.3275052753					C36H62O31			plantcyc <https://plantcyc.org/>	a short beta(2->1) D-fructan)	990.3275052753	C(O)[C@H]6(O[C@@](CO[C@]5(CO[C@]4(CO[C@]3(CO[C@]2(CO[C@]1(CO)(O[C@H](CO)[C@@H](O)[C@H](O)1))(O[C@H](CO)[C@@H](O)[C@H](O)2))(O[C@H](CO)[C@@H](O)[C@H](O)3))(O[C@H](CO)[C@@H](O)[C@H](O)4))(O[C@H](CO)[C@@H](O)[C@H](O)5))(O)[C@H]([C@@H]6O)O)		KQRXSOWGZRBDOE-MPBPJTCYSA-N									PlantCyc/PMN local PGDB
D-RIBULOSE	D-RIBULOSE	D-ribulose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>	D-erythro-pentulose // D-erythropentulose // erythropentulose	150.0528234315	C(O)[C@@H](O)[C@@H](O)C(=O)CO		ZAQJHHRNXZUBTE-NQXXGFSBSA-N									PlantCyc/PMN local PGDB
NADPHX	NADPHX	NADPHX	763.1016667914					C21H28N7O18P3			plantcyc <https://plantcyc.org/>		763.1016667914	C1(/N(C(O)CCC(/C(=O)N)=1)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))		SZKXTJUOKARGIY-SYZDXSIJSA-J									PlantCyc/PMN local PGDB
N-acetyl-beta-D-hexosamines	N-acetyl-beta-D-hexosamines	an N -acetyl-beta-D-hexosamine	221.0899372193					C8H15NO6			plantcyc <https://plantcyc.org/>		221.0899372193	CC(NC1(C(C([C@H](O[C@H]1O)CO)O)O))=O		OVRNDRQMDRJTHS-YVKWHVBHSA-N									PlantCyc/PMN local PGDB
CPD-24716	CPD-24716	13-HOTrE(alpha)	294.2194948293					C18H29O3			plantcyc <https://plantcyc.org/>	13-HOTE(alpha) // 13-hydroxy-9Z,11E,15Z-octadecatrienoate // 13-OH-9Z,11E,15Z-octadecatrienoate // (+/-)13-HOTrE(alpha) // (+/-)13-HOTE(alpha)	294.2194948293	CC\C=C/CC(O)/C=C/C=C\CCCCCCCC(=O)[O-]		KLLGGGQNRTVBSU-JDTPQGGVSA-M									PlantCyc/PMN local PGDB
ATROPINE	ATROPINE	atropine	289.1677936098					C17H24NO3			plantcyc <https://plantcyc.org/>	hyoscyamine	289.1677936098	C[NH+]1([C@@H]2(C[C@@H](C[C@@H]1CC2)OC(=O)C(CO)C3(\C=C/C=C\C=3)))		RKUNBYITZUJHSG-SPUOUPEWSA-O									PlantCyc/PMN local PGDB
UDP-N-ACETYL-GALACTOSAMINE	UDP-N-ACETYL-GALACTOSAMINE	UDP- N -acetyl-D-galactosamine	607.081569478					C17H25N3O17P2			plantcyc <https://plantcyc.org/>	UDP- N -acetylgalactosamine // uridine diphosphate N -acetylgalactosamine	607.081569478	CC(N[C@H]3(C(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])O[C@@H]([C@@H]([C@@H]3O)O)CO))=O		LFTYTUAZOPRMMI-LDDHHVEYSA-L									PlantCyc/PMN local PGDB
D-glucopyranose-6-phosphate	D-glucopyranose-6-phosphate	D-glucopyranose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>	D-glucopyranose-6-P	260.0297185262	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O		NBSCHQHZLSJFNQ-GASJEMHNSA-L									PlantCyc/PMN local PGDB
D-SEDOHEPTULOSE-7-P	D-SEDOHEPTULOSE-7-P	D-sedoheptulose 7-phosphate	290.0402832125					C7H13O10P			plantcyc <https://plantcyc.org/>	D-Sedoheptulose-7-P // heptulose 7-phosphate // sedoheptulose-7-P // sedo-heptulose-7-phosphate	290.0402832125	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O		JDTUMPKOJBQPKX-GBNDHIKLSA-L									PlantCyc/PMN local PGDB
Isocitrate	Isocitrate	isocitrate	192.0270026115					C6H5O7			plantcyc <https://plantcyc.org/>	isocitric acid	192.0270026115	C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]		ODBLHEXUDAPZAU-UHFFFAOYSA-K									PlantCyc/PMN local PGDB
D-Iduronate	D-Iduronate	D-iduronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>		194.0426526757	C(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)[O-]		IAJILQKETJEXLJ-LECHCGJUSA-M									PlantCyc/PMN local PGDB
UDP-L-arabinofuranose	UDP-L-arabinofuranose	UDP-L-arabinofuranose	536.0444556902					C14H20N2O16P2			plantcyc <https://plantcyc.org/>		536.0444556902	C(O)[C@H]1([C@H](O)[C@@H](O)C(O1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])		QGNZSCRNMXQWNR-OKQNPRBNSA-L									PlantCyc/PMN local PGDB
9-HPODE	9-HPODE	9-HpODE	312.2300595156					C18H31O4			plantcyc <https://plantcyc.org/>	9-hydroperoxy-(10E,12Z)-octadecadienoate // (+/-)9-HpODE	312.2300595156	CCCCC\C=C/C=C/C(CCCCCCCC([O-])=O)OO		JGUNZIWGNMQSBM-ZJHFMPGASA-M									PlantCyc/PMN local PGDB
Jasmonoyl-Valines	Jasmonoyl-Valines	a jasmonoyl-L-valine	309.1940083603					C17H26NO4			plantcyc <https://plantcyc.org/>	a jasmonate-valine // a jasmonic acid-valine // a jasmonic acid-valine conjugate // a jasmonyl-valine // a JA-Val	309.1940083603	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](C(C)C)C([O-])=O)=O)		LZPFFKBGBPBJAW-KHXRIMTESA-M									PlantCyc/PMN local PGDB
Glutamates	Glutamates	D-or-L-glutamate	147.0531577825					C5H8NO4			plantcyc <https://plantcyc.org/>		147.0531577825	C(CCC(C(=O)[O-])[NH3+])([O-])=O											PlantCyc/PMN local PGDB
D-Galactopyranuronate	D-Galactopyranuronate	D-galactopyranuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-galactopyranuronic acid	194.0426526757	C([C@@H]1([C@@H]([C@@H]([C@H](C(O1)O)O)O)O))([O-])=O		AEMOLEFTQBMNLQ-YMDCURPLSA-M									PlantCyc/PMN local PGDB
D-Ribopyranose	D-Ribopyranose	D-ribopyranose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C1(OC([C@@H]([C@@H]([C@@H]1O)O)O)O)											PlantCyc/PMN local PGDB
L-fucoses	L-fucoses	L-fucose	164.0684734957					C6H12O5			plantcyc <https://plantcyc.org/>	L-galactomethylose // 6-deoxy-L-galactose	164.0684734957	C[C@@H]([C@@H](O)[C@@H](O)[C@@H](C=O)O)O		PNNNRSAQSRJVSB-KCDKBNATSA-N									PlantCyc/PMN local PGDB
Butirosins	Butirosins	a butirosin	555.2751718073					C21H45N5O12			plantcyc <https://plantcyc.org/>		555.2751718073	C([NH3+])C[C@H](O)C(=O)N[C@@H]3(C[C@H]([NH3+])[C@@H](O[C@H]1(O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@@H]([NH3+])1))[C@H](O[C@H]2([C@H](O)C(O)[C@@H](CO)O2))[C@@H](O)3)		XEQLFNPSYWZPOW-KRKVEZTKSA-R									PlantCyc/PMN local PGDB
