Lab.ID	BIOCYC.ID	Compound.name	mz	RT	CAS.ID	HMDB.ID	KEGG.ID	Formula	mz.pos	mz.neg	Submitter	Synonyms	monisotopic_molecular_weight	SMILES.ID	INCHI.ID	INCHIKEY.ID	Kingdom	Super_class	Class	Sub_class	direct_parent	molecular_framework	classyfire_status	classyfire_source	source
N-methyl-DL-aspartate	N-methyl-DL-aspartate	N -methyl-DL-aspartate	147.0531577825					C5H7NO4			plantcyc <https://plantcyc.org/>	N-methyl-aspartic acid	147.0531577825	CNC(CC(=O)[O-])C(=O)[O-]											PlantCyc/PMN local PGDB
2-Dehydropyranoses	2-Dehydropyranoses	a 2-dehydropyranose	178.0477380536					C6H10O6			plantcyc <https://plantcyc.org/>		178.0477380536	C(O)C1(C(O)C(O)C(=O)C(O)O1)		FYWIDDXZIOQEQU-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexoses	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Heme-b	Heme-b	heme b	618.1929477006					C34H30N4O4FE			plantcyc <https://plantcyc.org/>		618.1929477006	C=CC4(\C(/C)=C5(\C=C6(C(/C)=C(CCC(=O)[O-])/C7(\C=C8(C(/CCC(=O)[O-])=C(C)/C1(/N([Fe]3(N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=[N+]2/3))=4)5)([N+]/6=7))8))))))		YHLKGEDAGPGZPN-RGGAHWMASA-J	Organic compounds	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Metallotetrapyrroles	Metalloporphyrins	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
D-Fucoses	D-Fucoses	D-fucose	164.0684734957					C6H12O5			plantcyc <https://plantcyc.org/>	6-deoxy-D-galactose	164.0684734957	C[C@H]([C@H](O)[C@H](O)[C@H](C=O)O)O		PNNNRSAQSRJVSB-DPYQTVNSSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-18970	CPD-18970	dehydrodiconiferyl acid carboxylate	386.1001675546					C20H16O8			plantcyc <https://plantcyc.org/>	DCA-CC // 5-[(1E)-2-carboxyeth-1-en-1-yl]-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-2,3-dihydro-1-benzofuran-3-carboxylate	386.1001675546	COC1(\C(\O)=C/C=C(/C=1)/C2(OC3(C(/OC)=C\C(/C=C/C([O-])=O)=CC(C(C([O-])=O)2)=3)))		JTHPLBUVRLOJBB-ZZXKWVIFSA-L							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
3-HYDROXY-ISOBUTYRATE	3-HYDROXY-ISOBUTYRATE	3-hydroxy-isobutanoate	104.0473441231					C4H7O3			plantcyc <https://plantcyc.org/>	3-hydroxy-isobutyrate // 3-hydroxyisobutyric acid // 3-hydroxy-2-methylpropanoate	104.0473441231	CC(C([O-])=O)CO		DBXBTMSZEOQQDU-UHFFFAOYSA-M	Organic compounds	Organic acids and derivatives	Hydroxy acids and derivatives	Beta hydroxy acids and derivatives	Beta hydroxy acids and derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD1G-252	CPD1G-252	a trans -methoxy-C60-meroacyl-adenylate	1215.9606173079					C70H129N5O9P			plantcyc <https://plantcyc.org/>		1215.9606173079	CCCCCCCCCCCCCCCCCCC(C)C(OC)CCCCCCCCCCCCCCCC(C)C4(CC(CCCCCCCCCCCCCCCCCC(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))([O-])=O)=O)4)		GFCMIDIMFCTAQL-ANSBXWRMSA-M							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-11803	CPD-11803	( RS )-phospho-3-sulfolactate	249.9548390236					C3H3O9PS			plantcyc <https://plantcyc.org/>	(2 RS )- O -phospho-3-sulfolactate // (2 RS )-2- O -phosphonato-3-sulfonatolactate // ( RS )-phosphosulfolactate	249.9548390236	C([O-])(=O)C(CS(=O)(=O)[O-])OP([O-])([O-])=O											PlantCyc/PMN local PGDB
D-myo-inositol-pentakisphosphates	D-myo-inositol-pentakisphosphates	a D myo -inositol penta kis phosphate	579.8950401598					C6H7O21P5			plantcyc <https://plantcyc.org/>		579.8950401598	C1(O)(C(OP([O-])(=O)[O-])C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)1)		CTPQAXVNYGZUAJ-UHFFFAOYSA-D	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Inositol phosphates	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
D-galactopyranose-6-phosphate	D-galactopyranose-6-phosphate	D-galactopyranose 6-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(OP([O-])([O-])=O)[C@H]1(OC([C@@H]([C@H]([C@H]1O)O)O)O)											PlantCyc/PMN local PGDB
Jasmonoyl-Phenylalanines	Jasmonoyl-Phenylalanines	a jasmonoyl-L-phenylalanine	357.1940083603					C21H26NO4			plantcyc <https://plantcyc.org/>	a phenylalanine-jasmonate conjugate // a JA-Phe // a jasmonate-phenylalanine // a jasmonic acid-phenylalanine // a jasmonic acid-phenylalanine conjugate // a jasmonyl-phenylalanine	357.1940083603	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](CC2(\C=C/C=C\C=2))C([O-])=O)=O)		BYYWRCJZFSTRMQ-YYYBFOMSSA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Phenylalanine and derivatives	Aromatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-171	CPD-171	a dolichyl beta-D-mannosyl phosphate	1351.0469726992					C86H142O9P			plantcyc <https://plantcyc.org/>	dolichol monophosphate mannose // beta-D-mannopyranose, 1-ester with dolichol dihydrogen phosphate // D-mannose, ester with dolichol dihydrogen phosphate // mannosyl phosphoryl dolichol // mannolipid // dolichyl mannosyl phosphate // dolichyl mannopyranosyl phosphate // dolichyl phosphate D-mannose // dolichyl D-mannosyl phosphate	1351.0469726992	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCOP(=O)([O-])O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)1))C		YRJQNWAWJNIMPJ-NWNWEXASSA-M	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Dolichyl monophosphates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Retinals	Retinals	a retinal	284.2140155209					C20H28O			plantcyc <https://plantcyc.org/>	Vitamin A // Vitamin A1	284.2140155209	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\C=O											PlantCyc/PMN local PGDB
CPD-9396	CPD-9396	ascarylose	148.0735588736					C6H12O4			plantcyc <https://plantcyc.org/>	3,6-dideoxy-L-mannose // 3,6-dideoxy-L- arabino -hexose	148.0735588736	C[C@H](O)[C@H](O)C[C@@H](O)C=O		GNTQICZXQYZQNE-KVQBGUIXSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Medium-chain aldehydes	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-15975	CPD-15975	D-cellobiose	342.1162115493					C12H22O11			plantcyc <https://plantcyc.org/>	4- O -beta-D-glucopyranosyl--D-glucopyranose // beta-D-glucosyl-(1->4)-D-glucose	342.1162115493	C([C@@H]2([C@H]([C@@H]([C@H]([C@H](O[C@@H]1([C@H](OC([C@@H]([C@H]1O)O)O)CO))O2)O)O)O))O											PlantCyc/PMN local PGDB
CPD-12485	CPD-12485	3,6,8-trimethylallantoin	200.0909402723					C7H12N4O3			plantcyc <https://plantcyc.org/>	1,3-dimethyl-1-(1-methyl-2,5-dioxo-4-imidazolidinyl)urea	200.0909402723	CNC(=O)N(C)C1(C(=O)N(C)C(=O)N1)		SUPBSHBVIKDGQN-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azolidines	Imidazolidines	Allantoins	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Inositol-Phosphates	Inositol-Phosphates	an inositol phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C1(C(C(C(C(C1O)O)OP(=O)([O-])[O-])O)O)O											PlantCyc/PMN local PGDB
L-Fructose	L-Fructose	L-fructose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)[C@H](O)[C@@H]([C@H](C(CO)=O)O)O		BJHIKXHVCXFQLS-FUTKDDECSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-14306	CPD-14306	[(1S)-2,2,3-trimethyl-4-oxocyclopentyl]acetate	184.1099443799					C10H15O3			plantcyc <https://plantcyc.org/>	(1S)-alpha-campholonate (keto form)	184.1099443799	CC1(C(=O)C[C@@H](CC([O-])=O)C(C)(C)1)											PlantCyc/PMN local PGDB
CPD-15057	CPD-15057	4-hydroxy-L-glutamate	163.0480724046					C5H8NO5			plantcyc <https://plantcyc.org/>	(2S)-2-ammonio-4-hydroxypentanedioate // hydrogen 4-hydroxy-L-glutamate	163.0480724046	C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-]											PlantCyc/PMN local PGDB
NADHX	NADHX	NADHX	683.135336383					C21H29N7O15P2			plantcyc <https://plantcyc.org/>		683.135336383	C1(/N(C(O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))		IDBZKGQRLBFUFQ-SYZDXSIJSA-L	Organic compounds	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside diphosphates	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-17677	CPD-17677	tranylcypromine	133.0891493583					C9H11N			plantcyc <https://plantcyc.org/>	Parnate // Jatrosom	133.0891493583	C2(\C=C/C(C1(CC(N)1))=C\C=2)		AELCINSCMGFISI-UHFFFAOYSA-N	Organic compounds	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aromatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
3alpha-hydroxysteroyl-CoA	3alpha-hydroxysteroyl-CoA	a 3alpha-hydroxy bile acid CoA ester	1125.4023888296					C45H70N7O18P3S			plantcyc <https://plantcyc.org/>		1125.4023888296	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C5(CCC6(C7(CCC4(C[C@H](O)CCC(C)4C(CCC(C)56)7))))		MHVCMYOMCROIEL-UYHMZKSOSA-J	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters	Acyl CoAs	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Dolichol-PP	Dolichol-PP	a dolichyl diphosphate	1268.9604796761					C80H131O7P2			plantcyc <https://plantcyc.org/>		1268.9604796761	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCOP(OP([O-])([O-])=O)([O-])=O)C		ABBXHUGHLKTIFP-AMBVJARFSA-K	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyterpenoids	Polyterpenoids	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Ketohexoses	Ketohexoses	a ketohexose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)C(=O)C(O)C(O)C(O)CO		BJHIKXHVCXFQLS-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
3-Isopropenyl-6-oxoheptanoates	3-Isopropenyl-6-oxoheptanoates	a 3-isopropenyl-6-oxoheptanoate	184.1099443799					C10H15O3			plantcyc <https://plantcyc.org/>		184.1099443799	C=C(C)C(CCC(=O)C)CC([O-])=O		NJOIWWRMLFSDTM-UHFFFAOYSA-M	Organic compounds	Organic acids and derivatives	Keto acids and derivatives	Medium-chain keto acids and derivatives	Medium-chain keto acids and derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-11256	CPD-11256	an 11-hydroxyjasmonate sulfate	306.0773236225					C12H16O7S			plantcyc <https://plantcyc.org/>	an 11-OHJA sulfate // an 11-hydroxyjasmonic acid sulfate // an 11-SO4-hydroxy-JA // an 11-hydroxy-JA-sulfate	306.0773236225	CC(OS(=O)(=O)[O-])\C=C/CC1(C(=O)CCC1CC([O-])=O)		XOANNBHPTKIFSM-IHWYPQMZSA-L	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Jasmonic acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Jasmonoyl-Glutamines	Jasmonoyl-Glutamines	a jasmonoyl-glutamine	338.1841719555					C17H25N2O5			plantcyc <https://plantcyc.org/>	a JA-Gln // a jasmonate-glutamine // a jasmonic acid-glutamine // a jasmonic acid-glutamine conjugate // a jasmonyl-glutamine	338.1841719555	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](CCC(N)=O)C([O-])=O)=O)		NQOXCBDTLUTPNO-OTFPUDJKSA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Porphyrins	Porphyrins	a porphyrin	310.1218464702					C20H14N4			plantcyc <https://plantcyc.org/>		310.1218464702	C4(\C=C3(\C=C5(\C=C/C(\C=C1(\C=C/C(/N1)=C/C2(\C=C/C(/N=2)=C/C(/N3)=4)))=N5)))											PlantCyc/PMN local PGDB
Jasmonoyl-ACCs	Jasmonoyl-ACCs	a jasmonoyl-1-aminocyclopropane-1 carboxylate	293.1627082319					C16H22NO4			plantcyc <https://plantcyc.org/>	a jasmonyl-1-aminocyclopropane-1 carboxylic acid // a JA-ACC // a jasmonate-ACC // a jasmonyl-1-aminocyclopropanecarboxylate // a jasmonyl-1-aminocyclopropane-1 carboxylate	293.1627082319	CC\C=C/CC1(C(=O)CCC1CC(NC2(CC2)C([O-])=O)=O)		TVRBFBSVUYCAKT-ARJAWSKDSA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-L-alpha-amino acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
DL-CARNITINE	DL-CARNITINE	carnitine	163.1208434172					C7H15NO3			plantcyc <https://plantcyc.org/>	D,L-carnitine	163.1208434172	C(C(O)CC(=O)[O-])[N+](C)(C)C											PlantCyc/PMN local PGDB
3-AMINO-6-ACETAMIDOHEXANOATE	3-AMINO-6-ACETAMIDOHEXANOATE	N6-acetyl-beta-lysine	188.1160923903					C8H16N2O3			plantcyc <https://plantcyc.org/>	6-acetamido-3-aminohexanoate // 3-amino-6-acetamidohexanoate // N epsilon -acetyl-beta-lysine	188.1160923903	CC(=O)NCCCC([NH3+])CC(=O)[O-]		MBZWIPOSTWTKSV-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Beta amino acids and derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
D-mannuronates	D-mannuronates	D-mannuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-mannuronic acid	194.0426526757	C(=O)[C@H]([C@@H](O)[C@H](O)[C@@H](C([O-])=O)O)O		IAJILQKETJEXLJ-MBMOQRBOSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
E-nerolidol	E-nerolidol	(6 E )-nerolidol	222.1983654567					C15H26O			plantcyc <https://plantcyc.org/>		222.1983654567	C=CC(C)(O)CC/C=C(C)/CCC=C(C)C		FQTLCLSUCSAZDY-SDNWHVSQSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Sesquiterpenoids	Sesquiterpenoids	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
N-ACETYL-D-GLUCOSAMINE-16-BIS-P	N-ACETYL-D-GLUCOSAMINE-16-BIS-P	N -acetyl-D-glucosamine 1,6-bisphosphate	381.0225980361					C8H13NO12P2			plantcyc <https://plantcyc.org/>	N -acetyl-D-glucosamine-1,6-P 2 // N -acetyl-D-glucosamine-1,6-diphosphate	381.0225980361	CC(=O)N[C@H]1(C(OP([O-])(=O)[O-])O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)1)		WBYIPZVSBSKNQR-RTRLPJTCSA-J	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexose phosphates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
UDP-L-ARABINOSE	UDP-L-ARABINOSE	UDP-L-arabinose	536.0444556902					C14H20N2O16P2			plantcyc <https://plantcyc.org/>	UDP-arabinose // UDP-beta-L-arabinose	536.0444556902	C3(OC(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])[C@H](O)[C@@H](O)[C@@H](O)3)		DQQDLYVHOTZLOR-OKQNPRBNSA-L	Organic compounds	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides	Pyrimidine ribonucleoside diphosphates	Aromatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-17603	CPD-17603	an trans -hinokiresinol	252.1150297578					C17H16O2			plantcyc <https://plantcyc.org/>	(E)-hinokiresinol // nyasol	252.1150297578	C=CC(/C=C/C1(\C=C/C(/O)=C\C=1))C2(\C=C/C(/O)=C\C=2)		VEAUNWQYYMXIRB-ZZXKWVIFSA-N	Organic compounds	Lignans, neolignans and related compounds			Lignans, neolignans and related compounds	Aromatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
2-3-Butanediols	2-3-Butanediols	a 2,3-butanediol	90.0680795652					C4H10O2			plantcyc <https://plantcyc.org/>	a butane-2,3-diol // a 2,3-butylene glycol	90.0680795652	CC(C(O)C)O											PlantCyc/PMN local PGDB
Chlorins	Chlorins	a chlorin	312.1374965344					C20H16N4			plantcyc <https://plantcyc.org/>		312.1374965344	C4(\C=C3(\C=C5(\C=C/C(\C=C1(CCC(\N1)=C\C2(\C=C/C(/N=2)=C/C(/N3)=4)))=N5)))		SURLGNKAQXKNSP-DBLYXWCISA-N	Organic compounds	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Chlorins	Chlorins	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Hexuronates	Hexuronates	a hexuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	a hexuronic acid	194.0426526757	C(=O)C(O)C(O)C(O)C(O)C(=O)[O-]		IAJILQKETJEXLJ-UHFFFAOYSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
D-Mannopyranuronate	D-Mannopyranuronate	D-mannopyranuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-mannopyranuronic acid	194.0426526757	C([O-])(=O)[C@H]1(OC(O)[C@@H](O)[C@@H](O)[C@H](O)1)		AEMOLEFTQBMNLQ-VANFPWTGSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPD-11455	CPD-11455	oscillaxanthin	924.523507149					C52H76O14			plantcyc <https://plantcyc.org/>		924.523507149	CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H](OC1([C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1))C(O)(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@H](OC2(O[C@@H](CO)[C@H](O)[C@@H](O)[C@H](O)2))C(O)(C)C											PlantCyc/PMN local PGDB
L-Fructofuranose	L-Fructofuranose	L-fructofuranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)[C@@H]1(OC(O)(CO)[C@H](O)[C@@H](O)1)		RFSUNEUAIZKAJO-NSHGFSBMSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	C-glycosyl compounds	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Lactaldehydes	Lactaldehydes	lactaldehyde	74.0367794368					C3H6O2			plantcyc <https://plantcyc.org/>	DL-lactaldehyde // 2-hydroxypropanal // 2-hydroxypropionaldehyde	74.0367794368	CC(O)C=O											PlantCyc/PMN local PGDB
Guaiacylglycerol-guaiacyl-ether	Guaiacylglycerol-guaiacyl-ether	guaiacylglycerol-beta-guaiacyl ether	320.1259883746					C17H20O6			plantcyc <https://plantcyc.org/>	GGE	320.1259883746	COC2(\C(\OC(CO)C(O)C1(\C=C(C(/O)=C\C=1)\OC))=C/C=C\C=2)											PlantCyc/PMN local PGDB
CPD-12179	CPD-12179	methylmalonate semialdehyde	102.0316940589					C4H5O3			plantcyc <https://plantcyc.org/>	2-methyl-3-oxopropanoate // CH 3 -malonate-semialdehyde	102.0316940589	CC(C=O)C(=O)[O-]											PlantCyc/PMN local PGDB
CPD0-2157	CPD0-2157	a 1-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	454.2331693608					C20H38O9P			plantcyc <https://plantcyc.org/>		454.2331693608	CCCC/C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(OC[C@H](CO)O)[O-])O		JQYVZBJAEMGICC-RBUKOAKNSA-M	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoglycerols	Lysophosphatidylglycerols	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
All-trans-3-hydroxyretinal	All-trans-3-hydroxyretinal	all-trans -3-hydroxyretinal	300.208930143					C20H28O2			plantcyc <https://plantcyc.org/>	3-hydroxy- all-trans -retinal	300.208930143	CC(/C=C/C1(/C(C)(C)CC(O)CC(/C)=1))=C\C=C\C(/C)=C\C=O											PlantCyc/PMN local PGDB
CPD-187	CPD-187	4-hydroxy-4-methyl-2-oxoglutarate	176.0320879894					C6H6O6			plantcyc <https://plantcyc.org/>	4-hydroxy-4-carboxy-2-oxovalerate // 4-hydroxy-4-methyl-2-ketoglutarate // HMG	176.0320879894	CC(O)(CC(C([O-])=O)=O)C([O-])=O		YRWAMSXHYBBHFL-UHFFFAOYSA-L	Organic compounds	Organic acids and derivatives	Keto acids and derivatives	Gamma-keto acids and derivatives	Gamma-keto acids and derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Ribulose-phosphates	Ribulose-phosphates	L(or D)-ribulose 5-phosphate	230.0191538399					C5H9O8P			plantcyc <https://plantcyc.org/>		230.0191538399	C(C(C(C(CO)=O)O)O)OP([O-])([O-])=O		FNZLKVNUWIIPSJ-UHFFFAOYSA-L	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentose phosphates	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
Lactoyl-CoAs	Lactoyl-CoAs	lactoyl-CoA	839.1363377382					C24H36N7O18P3S			plantcyc <https://plantcyc.org/>		839.1363377382	CC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]											PlantCyc/PMN local PGDB
